Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2019Q1,0.0349363,2439.555
Industry groups,Education and training,SG01RSC04B01PP1,2019Q1,0.0426071,2393.067
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2019Q1,0.0596695,3781.093
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2019Q1,0.0130159,807.177
Industry groups,Other services,SG01RSC04B01RS2,2019Q1,0.0184708,1103.73
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2019Q1,0.0842285,4956.624
Industry groups,Agriculture,SG01RSC04B01AA1,2019Q2,0.0412741,2284.472
Industry groups,Forestry and logging,SG01RSC04B01AA2,2019Q2,0.0066859,415.788
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2019Q2,0.0085633,559.582
Industry groups,Mining,SG01RSC04B01BB1,2019Q2,0.0095162,719.788
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2019Q2,0.0363032,1901.641
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2019Q2,0.0021899,170.946
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2019Q2,0.0081555,537.05
Industry groups,Printing,SG01RSC04B01CC4,2019Q2,0.002209,149.541
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2019Q2,0.0167474,1027.509
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2019Q2,0.003909,288.878
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2019Q2,0.0108441,698.097
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2019Q2,0.017014,1146.121
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2019Q2,0.0025671,171.759
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2019Q2,0.0279889,1743.254
Industry groups,Construction,SG01RSC04B01EE1,2019Q2,0.0667554,4186.319
Industry groups,Wholesale trade,SG01RSC04B01FF1,2019Q2,0.0485579,3213.853
Industry groups,Retail trade,SG01RSC04B01GH1,2019Q2,0.0449312,3139.885
Industry groups,Accommodation services,SG01RSC04B01GH2,2019Q2,0.0222875,1355.526
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2019Q2,0.0437741,2798.759
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2019Q2,0.0230228,2360.612
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2019Q2,0.0567608,3769.613
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2019Q2,0.0717776,4173.025
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2019Q2,0.0710995,4524.715
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2019Q2,0.0795624,5341.83
Industry groups,Administrative and support services,SG01RSC04B01MN2,2019Q2,0.019929,1378.383
Industry groups,Local Government administration,SG01RSC04B01OO1,2019Q2,0.0046461,335.929
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2019Q2,0.0349363,2496.767
Industry groups,Education and training,SG01RSC04B01PP1,2019Q2,0.0426071,2395.721
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2019Q2,0.0596695,3771.564
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2019Q2,0.0130159,832.172
Industry groups,Other services,SG01RSC04B01RS2,2019Q2,0.0184708,1109.794
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2019Q2,0.0842285,4947.616
Industry groups,Agriculture,SG01RSC04B01AA1,2019Q3,0.0412741,2246.297
Industry groups,Forestry and logging,SG01RSC04B01AA2,2019Q3,0.0066859,405.53
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2019Q3,0.0085633,547.717
Industry groups,Mining,SG01RSC04B01BB1,2019Q3,0.0095162,763.043
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2019Q3,0.0363032,1873.811
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2019Q3,0.0021899,168.972
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2019Q3,0.0081555,537.127
Industry groups,Printing,SG01RSC04B01CC4,2019Q3,0.002209,150.067
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2019Q3,0.0167474,1010.89
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2019Q3,0.003909,281.797
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2019Q3,0.0108441,709.947
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2019Q3,0.017014,1181.229
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2019Q3,0.0025671,183.428
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2019Q3,0.0279889,1736.874
Industry groups,Construction,SG01RSC04B01EE1,2019Q3,0.0667554,4225.511
Industry groups,Wholesale trade,SG01RSC04B01FF1,2019Q3,0.0485579,3231.557
Industry groups,Retail trade,SG01RSC04B01GH1,2019Q3,0.0449312,3204.639
Industry groups,Accommodation services,SG01RSC04B01GH2,2019Q3,0.0222875,1370.522
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2019Q3,0.0437741,2741.012
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2019Q3,0.0230228,2414.429
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2019Q3,0.0567608,3776.631
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2019Q3,0.0717776,4164.622
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2019Q3,0.0710995,4540.543
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2019Q3,0.0795624,5547.083
Industry groups,Administrative and support services,SG01RSC04B01MN2,2019Q3,0.019929,1348.024
Industry groups,Local Government administration,SG01RSC04B01OO1,2019Q3,0.0046461,346.481
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2019Q3,0.0349363,2510.486
Industry groups,Education and training,SG01RSC04B01PP1,2019Q3,0.0426071,2397.078
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2019Q3,0.0596695,3784.544
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2019Q3,0.0130159,857.984
Industry groups,Other services,SG01RSC04B01RS2,2019Q3,0.0184708,1113.859
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2019Q3,0.0842285,5016.948
Industry groups,Agriculture,SG01RSC04B01AA1,2019Q4,0.0412741,2226.461
Industry groups,Forestry and logging,SG01RSC04B01AA2,2019Q4,0.0066859,392.061
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2019Q4,0.0085633,549.025
Industry groups,Mining,SG01RSC04B01BB1,2019Q4,0.0095162,790.719
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2019Q4,0.0363032,1887.947
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2019Q4,0.0021899,165.544
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2019Q4,0.0081555,526.15
Industry groups,Printing,SG01RSC04B01CC4,2019Q4,0.002209,148.064
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2019Q4,0.0167474,1015.439
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2019Q4,0.003909,280.939
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2019Q4,0.0108441,705.411
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2019Q4,0.017014,1210.895
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2019Q4,0.0025671,176.955
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2019Q4,0.0279889,1744.746
Industry groups,Construction,SG01RSC04B01EE1,2019Q4,0.0667554,4219.57
Industry groups,Wholesale trade,SG01RSC04B01FF1,2019Q4,0.0485579,3247.895
Industry groups,Retail trade,SG01RSC04B01GH1,2019Q4,0.0449312,3225.399
Industry groups,Accommodation services,SG01RSC04B01GH2,2019Q4,0.0222875,1371.318
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2019Q4,0.0437741,2778.082
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2019Q4,0.0230228,2429.466
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2019Q4,0.0567608,3773.528
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2019Q4,0.0717776,4172.997
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2019Q4,0.0710995,4557.021
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2019Q4,0.0795624,5550.432
Industry groups,Administrative and support services,SG01RSC04B01MN2,2019Q4,0.019929,1372.349
Industry groups,Local Government administration,SG01RSC04B01OO1,2019Q4,0.0046461,353.097
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2019Q4,0.0349363,2589.407
Industry groups,Education and training,SG01RSC04B01PP1,2019Q4,0.0426071,2397.136
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2019Q4,0.0596695,3811.584
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2019Q4,0.0130159,894.022
Industry groups,Other services,SG01RSC04B01RS2,2019Q4,0.0184708,1107.686
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2019Q4,0.0842285,5060.169
Industry groups,Agriculture,SG01RSC04B01AA1,2020Q1,0.0412741,2211.919
Industry groups,Forestry and logging,SG01RSC04B01AA2,2020Q1,0.0066859,383.008
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2020Q1,0.0085633,524.57
Industry groups,Mining,SG01RSC04B01BB1,2020Q1,0.0095162,863.871
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2020Q1,0.0363032,1882.467
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2020Q1,0.0021899,134.934
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2020Q1,0.0081555,546.316
Industry groups,Printing,SG01RSC04B01CC4,2020Q1,0.002209,141.515
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2020Q1,0.0167474,1011.758
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2020Q1,0.003909,280.914
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2020Q1,0.0108441,682.447
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2020Q1,0.017014,1140.987
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2020Q1,0.0025671,173.782
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2020Q1,0.0279889,1742.016
Industry groups,Construction,SG01RSC04B01EE1,2020Q1,0.0667554,4019.241
Industry groups,Wholesale trade,SG01RSC04B01FF1,2020Q1,0.0485579,3218.626
Industry groups,Retail trade,SG01RSC04B01GH1,2020Q1,0.0449312,3265.551
Industry groups,Accommodation services,SG01RSC04B01GH2,2020Q1,0.0222875,1246.514
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2020Q1,0.0437741,2572.112
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2020Q1,0.0230228,2491.028
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2020Q1,0.0567608,3717.565
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2020Q1,0.0717776,4152.838
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2020Q1,0.0710995,4574.329
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2020Q1,0.0795624,5659.702
Industry groups,Administrative and support services,SG01RSC04B01MN2,2020Q1,0.019929,1360.536
Industry groups,Local Government administration,SG01RSC04B01OO1,2020Q1,0.0046461,356.785
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2020Q1,0.0349363,2580.224
Industry groups,Education and training,SG01RSC04B01PP1,2020Q1,0.0426071,2362.172
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2020Q1,0.0596695,3848.291
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2020Q1,0.0130159,828.559
Industry groups,Other services,SG01RSC04B01RS2,2020Q1,0.0184708,1082.553
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2020Q1,0.0842285,5019.575
Industry groups,Agriculture,SG01RSC04B01AA1,2020Q2,0.0412741,2193.686
Industry groups,Forestry and logging,SG01RSC04B01AA2,2020Q2,0.0066859,330.927
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2020Q2,0.0085633,546.262
Industry groups,Mining,SG01RSC04B01BB1,2020Q2,0.0095162,579.331
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2020Q2,0.0363032,1856.68
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2020Q2,0.0021899,110.963
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2020Q2,0.0081555,437.319
Industry groups,Printing,SG01RSC04B01CC4,2020Q2,0.002209,108.543
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2020Q2,0.0167474,918.087
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2020Q2,0.003909,212.768
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2020Q2,0.0108441,538.339
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2020Q2,0.017014,968.756
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2020Q2,0.0025671,139.3
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2020Q2,0.0279889,1629.904
Industry groups,Construction,SG01RSC04B01EE1,2020Q2,0.0667554,3036.121
Industry groups,Wholesale trade,SG01RSC04B01FF1,2020Q2,0.0485579,2810.078
Industry groups,Retail trade,SG01RSC04B01GH1,2020Q2,0.0449312,2819.941
Industry groups,Accommodation services,SG01RSC04B01GH2,2020Q2,0.0222875,805.753
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2020Q2,0.0437741,1886.72
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2020Q2,0.0230228,2362.417
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2020Q2,0.0567608,3780.625
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2020Q2,0.0717776,4010.777
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2020Q2,0.0710995,4593.17
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2020Q2,0.0795624,5275.655
Industry groups,Administrative and support services,SG01RSC04B01MN2,2020Q2,0.019929,958.162
Industry groups,Local Government administration,SG01RSC04B01OO1,2020Q2,0.0046461,359.238
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2020Q2,0.0349363,2618.412
Industry groups,Education and training,SG01RSC04B01PP1,2020Q2,0.0426071,2198.052
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2020Q2,0.0596695,3714.082
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2020Q2,0.0130159,549.372
Industry groups,Other services,SG01RSC04B01RS2,2020Q2,0.0184708,904.957
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2020Q2,0.0842285,4251.46
Industry groups,Agriculture,SG01RSC04B01AA1,2020Q3,0.0412741,2262.845
Industry groups,Forestry and logging,SG01RSC04B01AA2,2020Q3,0.0066859,413.981
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2020Q3,0.0085633,600.072
Industry groups,Mining,SG01RSC04B01BB1,2020Q3,0.0095162,670.255
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2020Q3,0.0363032,2009.908
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2020Q3,0.0021899,179.198
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2020Q3,0.0081555,554.199
Industry groups,Printing,SG01RSC04B01CC4,2020Q3,0.002209,130.373
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2020Q3,0.0167474,1003.916
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2020Q3,0.003909,302.852
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2020Q3,0.0108441,706.01
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2020Q3,0.017014,1132.928
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2020Q3,0.0025671,207.581
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2020Q3,0.0279889,1719.944
Industry groups,Construction,SG01RSC04B01EE1,2020Q3,0.0667554,4624.619
Industry groups,Wholesale trade,SG01RSC04B01FF1,2020Q3,0.0485579,3363.507
Industry groups,Retail trade,SG01RSC04B01GH1,2020Q3,0.0449312,3552.256
Industry groups,Accommodation services,SG01RSC04B01GH2,2020Q3,0.0222875,1446.64
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2020Q3,0.0437741,2149.118
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2020Q3,0.0230228,2514.018
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2020Q3,0.0567608,3793.468
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2020Q3,0.0717776,4357.885
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2020Q3,0.0710995,4611.209
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2020Q3,0.0795624,5607.205
